ra,dec,objId,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z
228.9883857521,-0.116911956093919,1.23764872125218842E18,24.95661,23.3108,23.56881,23.72794,22.1954
228.99268675753,-0.096572470354568,1.23764872125218842E18,18.774,17.52685,17.40286,17.3867,17.3878
228.99085822875,-0.098240602183735,1.23764872125218842E18,18.83738,17.93111,17.57773,17.4502,17.3688
228.98934540837,-0.094133699976342,1.23764872125218842E18,21.34898,20.43267,20.08495,19.89987,19.8107
228.98866086181,-0.093953549013516,1.23764872125218842E18,21.59631,20.75279,20.39094,20.2837,20.2712
228.99091226767,-0.093771003217946,1.23764872125218842E18,24.70267,22.87035,22.27472,22.38397,22.5472
228.99430271255,-0.097533939217925,1.23764872125218842E18,25.44005,22.95829,22.48881,22.09843,22.5051
228.99537293787,-0.088112666978507,1.23764872125218842E18,18.39861,16.13996,15.21761,14.81678,14.5888
228.99636834,-0.089750580826126,1.23764872125218842E18,18.92638,17.6854,17.36786,17.25086,17.2042
229.00032344437,-0.087210697580788,1.23764872125218842E18,20.61971,19.28908,18.68851,18.42601,18.3041
228.99360453412,-0.086541714921348,1.23764872125218842E18,21.5506,20.10973,19.53069,19.30383,19.1984
228.9995914069,-0.091218995237721,1.23764872125218842E18,21.49716,20.48529,20.33999,20.31273,20.2785
228.9967905544,-0.093194052336745,1.23764872125218842E18,21.75037,20.51666,20.21829,20.09068,20.0557
228.99933117813,-0.085820272876751,1.23764872125218842E18,21.57316,20.64247,20.29446,20.1566,19.9657
228.99853941525,-0.091166397601412,1.23764872125218842E18,21.77766,20.91759,20.64685,20.49592,20.437
228.99462194092,-0.089327774433372,1.23764872125218842E18,23.05626,25.11451,24.80215,21.12843,21.4068
228.99581665369,-0.091311948586735,1.23764872125218842E18,23.9736,22.7373,22.32326,21.77019,21.5602
229.00450720694,-0.144396258683482,1.23764872125218842E18,23.76477,22.88772,22.16706,21.95388,21.6146
229.0452017847,-0.129305137373786,1.23764872125218842E18,18.67555,17.46474,17.5758,17.69175,17.7822
229.03448422372,-0.141654452003761,1.23764872125218842E18,20.4605,19.11806,18.54318,18.29689,18.1993
228.9930949518,-0.103174433023898,1.23764872125218842E18,20.71018,19.35106,18.76897,18.51727,18.3583
229.03326736235,-0.139352858275303,1.23764872125218842E18,20.38182,19.14236,19.18429,19.25809,19.3234
228.99659015198,-0.132108180439649,1.23764872125218842E18,21.29744,20.1974,19.69776,19.50933,19.3433
228.99209121016,-0.105106532293341,1.23764872125218842E18,21.1137,20.20486,19.89594,19.84566,19.7766
228.99683231992,-0.131679777793869,1.23764872125218842E18,23.09919,20.91021,20.52503,20.64596,20.3533
228.99320527283,-0.120124848949604,1.23764872125218842E18,24.46421,23.64193,21.83215,19.79397,18.5335
229.03523050598,-0.146955178831264,1.23764872125218842E18,21.76008,20.64744,20.32119,20.25008,20.38
229.03181378634,-0.145746800977628,1.23764872125218842E18,21.66982,20.73112,20.37457,20.32025,20.5804
229.02940230134,-0.14667436169659,1.23764872125218842E18,21.91709,20.94707,20.58401,20.40652,20.5423
228.99713032909,-0.137934834674018,1.23764872125218867E18,20.13126,17.56242,16.25091,15.56109,15.1205
228.99613342036,-0.134801963856872,1.23764872125218867E18,20.64314,19.3373,18.75628,18.52213,18.3787
228.9977888713,-0.1376467380477,1.23764872125218867E18,21.66419,20.62604,20.25174,20.59051,21.2243
229.00014532636,-0.138258885549454,1.23764872125218867E18,21.63302,20.62507,20.27168,20.17266,20.2096
229.00225602976,-0.143232288092953,1.23764872125218867E18,21.61823,20.59848,20.31673,20.35034,20.3243
229.00302543592,-0.141278916951075,1.23764872125218867E18,21.90015,20.78396,20.47373,20.33221,20.2941
229.00188986942,-0.13521320189677,1.23764872125218867E18,22.05317,20.97706,20.69289,20.43614,20.4524
229.00057682457,-0.142656389583048,1.23764872125218867E18,21.97308,21.10064,20.80829,20.62739,20.4003
229.00596387062,-0.136230170821481,1.23764872125218867E18,23.01023,23.45295,21.11819,20.81185,20.6928
229.00086015862,-0.137308793904448,1.23764872125218867E18,23.04086,21.78786,21.39934,21.18336,21.8608
228.99502393144,-0.13421856289205,1.23764872125218867E18,23.47036,22.13975,21.65991,21.57732,21.5937
229.00155264981,-0.134646059229305,1.23764872125218867E18,23.16206,22.24273,21.77625,21.67265,21.4179
229.00370014798,-0.13593186804796,1.23764872125218867E18,24.19664,22.11095,21.78673,21.44234,21.2708
228.99823875544,-0.135988758876253,1.23764872125218867E18,23.40185,22.41631,21.78394,21.76454,21.8643
229.00659242752,-0.139020965518189,1.23764872125218867E18,24.21296,22.2287,21.90335,21.50752,22.451
229.0021212705,-0.139666602801646,1.23764872125218867E18,24.50664,23.93466,22.45521,21.52667,21.2251
229.00270706054,-0.139993312167482,1.23764872125218867E18,23.88266,22.37757,21.88356,21.80339,21.509
229.00588546097,-0.138544953063104,1.23764872125218867E18,25.04447,23.37894,22.66931,23.29087,22.9961
229.00787965115,-0.138947310663749,1.23764872125218867E18,23.92759,24.16631,22.68595,23.24984,22.6655
229.00190214994,-0.138319287077528,1.23764872125218867E18,24.08475,24.8347,22.75695,23.1373,22.3606
229.02423221658,-0.074010406711073,1.23764872125218867E18,22.61919,21.13831,20.77605,20.69799,20.5502
229.02436990184,-0.07343174548259,1.23764872125218867E18,21.96296,21.15113,20.83875,20.63216,21.2075
229.04467084908,-0.138308116961553,1.23764872125218867E18,22.07794,21.18883,20.87063,20.84956,20.4625
229.04242135252,-0.141288483234287,1.23764872125218867E18,22.42729,21.28,20.96843,20.98344,20.6857
229.04453213091,-0.139135468708497,1.23764872125218867E18,22.31376,21.71195,21.48563,21.04962,21.2926
229.04302308605,-0.141921289661971,1.23764872125218867E18,24.4901,21.76651,21.46465,21.26881,21.5206
229.04786974561,-0.137566215939003,1.23764872125218867E18,23.5582,21.81072,21.45033,21.3491,21.6445
229.04687549835,-0.137363946590174,1.23764872125218867E18,24.98482,23.34312,22.7365,22.30491,21.994
229.04546293519,-0.139387972470394,1.23764872125218867E18,23.92656,23.5568,23.78262,23.10167,23.5669
229.04549342752,-0.137063447767666,1.23764872125218867E18,24.24998,24.11538,25.01834,24.66551,22.6745
229.05128267869,-0.118465847061606,1.23764872125218867E18,18.88312,17.64021,17.32566,17.19323,17.1741
229.05334800699,-0.119409353597512,1.23764872125218867E18,21.78622,20.75627,20.35763,20.2638,20.2546
229.05450890584,-0.120890179449312,1.23764872125218867E18,22.19765,20.95714,20.63684,20.46413,20.4981
229.05127026715,-0.119563250384715,1.23764872125218867E18,22.39777,22.88448,21.22288,20.92791,22.0385
229.05672924513,-0.121631208470764,1.23764872125218867E18,22.92276,21.59288,21.30159,21.19224,21.1219
229.05230897443,-0.121322232544331,1.23764872125218867E18,23.45738,22.59147,22.42037,21.85007,22.0554
229.05484189828,-0.122894298184441,1.23764872125218867E18,21.9421,20.74881,20.35183,20.20845,20.1789
229.05212760328,-0.090276209035929,1.23764872125218867E18,18.68728,17.50745,17.02125,16.85893,16.8082
229.05395871641,-0.092262783048094,1.23764872125218867E18,21.83442,20.68625,20.31864,20.17919,20.1674
229.05022828925,-0.089072651193131,1.23764872125218867E18,24.06053,22.89161,22.2879,22.10908,21.7532
228.99010289554,-0.091016297328486,1.23764872125218893E18,23.95096,24.48709,22.77331,21.27,20.306
228.9893849266,-0.091952687594834,1.23764872125218893E18,25.04469,23.12243,22.75724,22.68784,22.5495
228.98628912932,-0.121579387062598,1.23764872125218893E18,21.45045,20.12902,19.60531,19.37704,19.2052
228.98901288404,-0.129149688996971,1.23764872125218893E18,21.53988,20.52072,20.16417,19.99875,19.9646
228.98815748756,-0.124902205237827,1.23764872125218893E18,23.13368,21.42385,21.13934,20.99266,21.2973
228.98739506518,-0.126119139623926,1.23764872125218893E18,23.47728,21.68216,21.20037,21.22423,21.1012
228.98896345557,-0.123742898172861,1.23764872125218893E18,24.93224,23.05984,22.22051,22.42542,22.9728
228.99060284275,-0.122813931577731,1.23764872125218893E18,23.21948,23.07965,22.37766,22.82756,22.1317
228.99029108091,-0.107440576653686,1.23764872125218918E18,20.80431,19.68921,19.16407,18.97198,18.8646
228.98789069517,-0.107269591273413,1.23764872125218918E18,24.60027,23.0654,21.66667,20.30833,19.6034
228.99023867361,-0.110566236844346,1.23764872125218918E18,23.23021,22.4355,22.03111,21.76177,21.9369
228.98610119684,-0.106377377634417,1.23764872125218918E18,25.09529,22.9759,22.3271,23.16067,22.6788
228.98941032067,-0.108079097897467,1.23764872125218918E18,24.36772,23.63424,23.55855,22.57861,22.6461
228.99026155345,-0.109049296331584,1.23764872125218918E18,25.37127,23.27913,22.80238,22.82236,22.4074
228.99605280438,-0.084016943135657,1.23764872125218918E18,20.49246,19.23272,18.71462,18.51265,18.3684
229.00757894695,-0.078220561225978,1.23764872125218918E18,20.77013,19.69758,19.67302,19.75967,19.6595
229.00882768632,-0.079582060985873,1.23764872125218918E18,21.82204,20.71052,20.36455,20.33382,20.3168
229.00542421892,-0.079999654189486,1.23764872125218918E18,23.22544,21.37269,20.95818,20.89725,20.6695
229.01055062488,-0.080915002513871,1.23764872125218918E18,22.613,21.26177,20.93562,20.81048,20.6396
229.00279388864,-0.079726827016629,1.23764872125218918E18,22.60528,21.76678,21.48518,21.33948,21.8553
229.00293832732,-0.081402589493057,1.23764872125218918E18,22.3854,21.63221,21.48401,21.25174,21.3038
229.00468822619,-0.079419867787436,1.23764872125218918E18,24.21424,22.47263,21.82226,21.82463,22.7957
229.00817830045,-0.081215171797222,1.23764872125218918E18,22.98966,22.33349,21.9325,21.59551,21.8737
229.00997535862,-0.08181946910488,1.23764872125218918E18,24.29447,22.8351,22.26944,22.47684,21.5027
229.00122897013,-0.081823798417803,1.23764872125218918E18,23.57821,23.54446,23.0873,22.31231,21.9373
229.00651606737,-0.080814649499048,1.23764872125218918E18,24.69157,23.02115,22.69951,22.38087,21.2398
229.01180803954,-0.138863179446334,1.23764872125218918E18,21.09265,20.10832,19.80992,19.7488,19.8665
229.01360656137,-0.139478226423504,1.23764872125218918E18,22.05266,21.04566,20.74993,20.58851,20.6531
229.01716780504,-0.074126329704001,1.23764872125218918E18,22.65668,21.56699,21.17097,21.04568,21.3526
229.01746569817,-0.075577625637905,1.23764872125218918E18,23.7631,23.17735,22.72962,22.46502,22.7987
229.01251879588,-0.079028716771725,1.23764872125218918E18,20.50998,19.1729,18.59641,18.3373,18.2307
229.01529143737,-0.145658532661108,1.23764872125218918E18,21.66612,20.57244,20.14625,20.03674,20.0874
229.01487254405,-0.145281872611583,1.23764872125218918E18,21.86979,20.76102,20.45116,20.28701,20.1358
229.01317330964,-0.145426360271511,1.23764872125218918E18,21.59035,20.72925,20.37062,20.22484,20.2716
229.01942668104,-0.141823834130923,1.23764872125218918E18,22.56996,21.36876,21.07625,20.89879,20.8634
229.0184784018,-0.143428220534595,1.23764872125218918E18,22.35213,21.96721,21.50422,21.55928,21.4146
229.02222374768,-0.142799721076943,1.23764872125218918E18,23.35266,21.66609,21.40994,21.26759,21.2711
229.02042932737,-0.144053558398307,1.23764872125218918E18,23.92941,21.72568,21.38873,21.12226,20.9531
229.01227452869,-0.144185073464402,1.23764872125218918E18,22.87148,22.0337,21.53054,21.23406,21.9822
229.01439198869,-0.147589171738886,1.23764872125218918E18,22.53777,22.2615,22.07701,21.82321,21.3264
229.01575308425,-0.146455686576209,1.23764872125218918E18,24.56716,22.70165,22.08207,22.0539,22.1022
229.01146934453,-0.146270019385514,1.23764872125218918E18,24.89955,22.40613,21.98783,21.77374,21.6928
229.01698743421,-0.144013912973021,1.23764872125218918E18,23.99328,23.55037,22.8342,21.94392,22.2852
229.01332048349,-0.147343644174254,1.23764872125218918E18,23.94355,22.57027,22.07121,21.88186,22.3654
229.02270544828,-0.141087968159856,1.23764872125218918E18,24.91366,24.59777,22.91192,22.68083,21.9894
229.03639707595,-0.083864187704773,1.23764872125218918E18,23.61332,21.95722,21.58061,21.51951,22.2151
229.03947516179,-0.087801990553293,1.23764872125218918E18,25.15399,22.60684,22.22685,21.99599,22.5844
229.03296262909,-0.082867497213734,1.23764872125218944E18,23.79466,23.40572,22.84245,22.41586,22.596
229.03492017372,-0.082878167087905,1.23764872125218944E18,24.25252,23.87638,22.77894,22.71355,22.7983
229.05242390385,-0.114953000094958,1.23764872125218944E18,24.43881,22.10383,20.51963,19.8637,19.5549
229.04964763976,-0.1332533252144,1.23764872125218944E18,22.24815,19.37685,17.91311,17.02762,16.5464
229.05147994727,-0.133303867323315,1.23764872125218944E18,21.59579,20.36595,19.85955,19.68077,19.6029
229.05052546224,-0.132734739270885,1.23764872125218944E18,23.7018,22.33539,21.86144,21.74206,21.6378
229.05303633222,-0.132645870278332,1.23764872125218944E18,24.24966,23.80555,22.80156,22.1896,21.9745
229.05394266983,-0.126813186238535,1.23764872125218944E18,20.55381,19.13666,18.52032,18.25204,18.1433
229.05480607145,-0.12583242045054,1.23764872125218944E18,24.93378,22.85788,21.75538,21.49906,20.8572
229.05402118133,-0.12984603667236,1.23764872125218944E18,23.80779,22.10719,21.84459,21.72222,21.3475
229.05422183412,-0.128168055822336,1.23764872125218944E18,23.51923,22.93266,22.41056,22.27618,21.5976
229.05460742495,-0.111418719006684,1.23764872125218944E18,21.54819,20.38907,19.83991,19.63821,19.7032
229.05354268618,-0.112321157903889,1.23764872125218944E18,21.79763,20.79906,20.45069,20.34158,20.4988
229.05267116183,-0.111824490165539,1.23764872125218944E18,22.49355,21.5112,21.24372,20.96746,20.6403
229.05526301783,-0.11078950864922,1.23764872125218944E18,25.71391,22.95476,22.33245,22.46619,21.831
229.00483503617,-0.085025073997123,1.2376487212521897E18,24.77635,20.88143,19.67392,19.25843,19.0713
229.00491715036,-0.086678923708478,1.2376487212521897E18,21.57794,20.49124,20.03632,19.85295,19.825
229.00345080288,-0.088648041974281,1.2376487212521897E18,21.59326,20.55809,20.10632,19.93663,19.8795
229.00640043733,-0.085089200513146,1.2376487212521897E18,23.01521,22.12079,21.8838,21.5993,23.0841
229.00540807895,-0.083246779456218,1.2376487212521897E18,24.11303,22.44655,21.96469,21.78657,21.3741
229.00862526004,-0.085076066990645,1.2376487212521897E18,24.88328,23.4498,23.00119,22.36016,22.9524
229.05494854537,-0.108144053202216,1.2376487212521897E18,24.20701,22.88842,21.28112,19.42694,18.4222
229.05637393902,-0.108206799496123,1.2376487212521897E18,21.872,20.65871,20.31716,20.16249,20.2227
229.05342723044,-0.107420193379861,1.2376487212521897E18,21.95194,20.86523,20.54745,20.63227,20.803
229.05116169951,-0.106397439995197,1.2376487212521897E18,22.33249,21.26516,20.84558,20.78952,20.647
229.05764049993,-0.107391617887262,1.2376487212521897E18,22.55214,21.40149,20.93112,21.01768,21.0287
229.05177723039,-0.107761146083613,1.2376487212521897E18,22.41399,21.55314,21.41623,22.7914,22.0422
229.05340427019,-0.108767090076604,1.2376487212521897E18,24.4206,22.26488,21.76387,21.75777,22.4626
228.98811029245,-0.103260794324175,1.23764872125218995E18,22.33611,20.90426,20.41142,20.10388,19.9974
228.98631130275,-0.104044294860976,1.23764872125218995E18,23.21679,21.64243,21.21839,21.19045,21.0456
228.98992913877,-0.102192692175316,1.23764872125218995E18,23.58262,22.37331,22.1432,21.92028,21.8363
228.99239344254,-0.132839369808217,1.23764872125218995E18,21.9191,20.91528,20.61064,20.4666,20.4757
228.99354650553,-0.13242832831986,1.23764872125218995E18,24.99454,24.50115,22.63128,21.59066,21.6138
228.99133202575,-0.130366059952374,1.23764872125218995E18,25.0447,22.99496,22.54161,21.9828,21.6709
228.99154857771,-0.131116076507477,1.23764872125218995E18,24.48647,23.52688,24.15636,23.34271,23.1125
228.9924821905,-0.110355782682503,1.23764872125218995E18,22.29967,21.4238,20.93905,20.88687,20.9705
228.99361335568,-0.124309284817037,1.23764872125218995E18,21.79138,20.60385,20.19334,20.13482,20.1523
228.99525964651,-0.126746833859171,1.23764872125218995E18,22.21235,21.88332,21.50498,21.3385,21.8835
228.99377535797,-0.125304284420367,1.23764872125218995E18,23.82423,22.39087,21.98624,21.64094,22.2327
228.99225980178,-0.124879137956538,1.23764872125218995E18,24.50504,23.31879,22.20594,21.66621,20.8802
228.99277725044,-0.12720454452991,1.23764872125218995E18,23.73187,22.35716,22.11191,21.81189,21.5255
228.9934271318,-0.126377532364864,1.23764872125218995E18,23.65563,22.83405,22.42632,22.34236,22.0579
228.99480472165,-0.125092139915726,1.23764872125218995E18,23.2886,23.15521,22.77591,23.74399,22.1176
228.99282269159,-0.125619634083106,1.23764872125218995E18,24.03135,23.19314,22.68062,22.06811,21.7307
228.99879533872,-0.083070670869616,1.23764872125218995E18,22.51831,21.51492,21.14649,21.03908,20.9321
229.00778740153,-0.142417483341095,1.23764872125218995E18,21.56796,20.53856,20.19987,19.99917,19.8762
229.01536117468,-0.142472684819186,1.23764872125219021E18,22.44437,21.45904,21.06399,21.12976,20.5173
229.01587234799,-0.140959843574938,1.23764872125219021E18,22.88107,21.84838,21.38337,21.51182,22.0565
229.01385565512,-0.141562029461306,1.23764872125219021E18,24.15106,22.09089,21.66746,21.56372,21.4464
229.01806293216,-0.14869319439707,1.23764872125219021E18,22.56351,21.77505,21.35578,21.48298,21.3296
229.01734399347,-0.148570326466627,1.23764872125219021E18,22.72301,21.55522,21.24095,21.15905,21.2289
229.02179106965,-0.079593771740801,1.23764872125219021E18,22.08931,21.09694,20.71988,20.69284,20.4534
229.02503694765,-0.077112094123259,1.23764872125219021E18,21.77448,20.61377,20.20431,20.10246,19.86
229.02427985252,-0.078492522437483,1.23764872125219021E18,24.07463,22.40725,21.91416,21.71029,22.2162
229.02733152335,-0.076848759937095,1.23764872125219021E18,21.61883,20.70059,20.32802,20.1712,20.0519
229.02718988026,-0.081766654201147,1.23764872125219021E18,22.74528,21.27956,20.90491,20.95118,20.8272
229.02756544245,-0.081177732936094,1.23764872125219021E18,23.15133,21.93382,21.57429,21.4728,21.1543
229.03184443855,-0.075248903406605,1.23764872125219021E18,22.4191,21.57116,21.24003,21.22842,21.3289
229.03113570079,-0.076916598492263,1.23764872125219021E18,23.00808,21.99935,21.63576,21.58461,21.5268
229.03280226749,-0.076049703283298,1.23764872125219021E18,24.54575,23.16303,22.93972,22.16186,22.2505
229.0394805597,-0.082994741457315,1.23764872125219021E18,21.81413,20.65716,20.25599,20.11383,20.1145
229.0401813046,-0.082462685377366,1.23764872125219021E18,21.89211,20.92379,20.55997,20.47194,20.3785
229.03815155736,-0.081917946816888,1.23764872125219021E18,22.13855,21.25659,20.9212,20.75584,20.7882
229.0408731284,-0.079077788575241,1.23764872125219021E18,22.75285,21.40576,21.07797,20.95741,21.0682
229.03993261021,-0.084131432817322,1.23764872125219021E18,23.16546,21.93886,21.4961,21.54928,21.4666
229.04165196564,-0.079921784148491,1.23764872125219021E18,23.62678,24.46892,23.24499,22.52734,22.324
229.04544575037,-0.088343273404596,1.23764872125219021E18,22.31438,21.30318,20.94857,21.00408,20.6779
229.04621381852,-0.086819919071717,1.23764872125219021E18,25.42091,24.38376,22.76216,23.51922,22.942
229.04856409807,-0.094593887363621,1.23764872125219021E18,22.47937,21.77172,21.41656,21.30232,21.0165
229.04944786838,-0.086118200424816,1.23764872125219021E18,22.2325,21.46533,21.15146,20.894,20.8511
229.04863145616,-0.086692242059584,1.23764872125219021E18,25.28484,24.81972,22.49096,23.37844,22.0689
229.05154036837,-0.129156159286784,1.23764872125219021E18,21.504,20.55961,20.19454,20.07329,20.0164
229.050329695,-0.130598129896238,1.23764872125219021E18,23.88846,22.60709,22.29921,21.79688,22.1515
229.05145069053,-0.130681485401279,1.23764872125219021E18,24.14959,22.7308,22.28112,22.07899,22.1952
229.05470091674,-0.102510149755565,1.23764872125219021E18,22.43834,21.81209,21.42861,21.19778,21.4296
229.05522495044,-0.103352853067494,1.23764872125219021E18,24.12396,21.89242,21.39963,21.46938,22.1395
229.05407322461,-0.102429347224516,1.23764872125219021E18,24.18844,24.24558,22.56754,21.59633,20.7345
229.05518232576,-0.105040625363821,1.23764872125219021E18,23.67214,22.7848,22.33584,21.92057,23.0924
229.05458312613,-0.100802346305968,1.23764872125219021E18,24.40067,22.48076,22.10922,21.97713,21.9095
229.05329083903,-0.102133469864311,1.23764872125219021E18,24.5048,22.70788,22.11982,21.96071,22.0443
229.05692819969,-0.097375158665688,1.23764872125219021E18,21.7778,20.81772,20.45746,20.3041,20.4555
229.05606472191,-0.097574060108145,1.23764872125219021E18,24.36844,23.53524,22.25249,21.86659,21.9194
229.05771246767,-0.118348043096551,1.23764872125219021E18,21.97941,20.97852,20.6853,20.45339,20.49
229.0589573,-0.12072331562878,1.23764872125219021E18,22.23612,21.46002,20.94794,20.88401,21.0107
228.98430518567,-0.110189956389466,1.23764872125219072E18,23.13694,22.28074,22.17831,21.95555,21.4561
228.98445522668,-0.107884118584681,1.23764872125219072E18,24.75125,22.65801,22.25144,22.16135,22.323
228.98461760296,-0.114653574726162,1.23764872125219072E18,23.74403,22.49945,21.94926,21.60179,22.6793
228.98565771987,-0.114668719312087,1.23764872125219072E18,23.84958,22.92109,22.4278,22.98559,21.5443
228.98524127406,-0.113171432591163,1.23764872125219072E18,23.57729,23.20118,22.53085,22.33597,23.0333
228.99480311402,-0.122291106741809,1.23764872125219072E18,23.97929,22.51727,22.20801,22.17032,22.522
229.00549834176,-0.142638621292488,1.23764872125219072E18,23.61243,22.41688,22.09149,22.42789,21.903
229.00989803194,-0.145182918016841,1.23764872125219072E18,23.36679,22.77619,22.12488,22.09785,21.5957
229.01078602146,-0.07521074615431,1.23764872125219098E18,24.79442,23.64433,22.56579,22.32274,22.4328
229.01324060918,-0.081196917308031,1.23764872125219098E18,24.37404,22.88065,22.612,22.34601,21.9531
229.01549349815,-0.080519258086384,1.23764872125219098E18,23.60518,22.43379,22.15016,21.80775,21.7093
229.0188183422,-0.145390393739374,1.23764872125219098E18,23.10126,22.93109,22.67854,23.16479,22.822
229.01897646964,-0.078150924995053,1.23764872125219098E18,25.65739,23.11773,22.35119,21.63591,21.1624
229.0201886709,-0.148841155562436,1.23764872125219098E18,22.77423,22.16673,21.9109,21.83842,21.6027
229.02043814712,-0.075558590613439,1.23764872125219098E18,23.658,22.33136,21.79188,21.68271,21.1593
229.02129963826,-0.146727191937213,1.23764872125219098E18,24.62622,22.92298,22.60955,22.41452,21.1305
229.02029053104,-0.146230545883582,1.23764872125219098E18,24.2219,23.23277,23.51303,22.61386,22.4244
229.02724141746,-0.148081667530652,1.23764872125219098E18,22.98383,21.68505,21.43327,21.22599,21.2842
229.02526823581,-0.14843992768819,1.23764872125219098E18,23.77915,22.53614,22.233,22.23908,22.1301
229.03515077345,-0.07946418299952,1.23764872125219098E18,23.59715,22.2606,21.77291,21.41308,20.4998
229.03617762849,-0.076246616024694,1.23764872125219098E18,24.13272,22.28404,21.95578,21.7716,21.9459
229.04194946847,-0.087458891666748,1.23764872125219098E18,23.44535,22.10598,21.65927,21.47876,21.6131
229.04226751332,-0.085051960779051,1.23764872125219098E18,24.61085,22.79878,22.22384,22.07402,21.8907
229.04274106938,-0.082979954430738,1.23764872125219098E18,23.16631,22.1154,21.61215,21.49779,21.4864
229.04615212535,-0.13423714591092,1.23764872125219098E18,23.51436,22.50217,22.06793,22.25208,22.0902
229.0489939945,-0.125742205695211,1.23764872125219098E18,24.5904,23.06856,23.14197,22.6608,22.3824
229.04979018139,-0.091679439317658,1.23764872125219098E18,24.23032,23.03414,22.30135,22.23705,21.8127
229.04998753912,-0.100577620584264,1.23764872125219098E18,24.55394,23.17303,22.24808,22.27464,22.2066
229.05169161091,-0.093794071343963,1.23764872125219098E18,23.59849,23.08435,22.4339,22.58742,22.1705
229.05232955171,-0.124971383607721,1.23764872125219098E18,24.37501,22.46515,22.0238,22.2268,21.888
229.05289748039,-0.096337545354542,1.23764872125219098E18,23.41535,22.1573,21.76634,21.5292,21.0354
229.05431825208,-0.098753142635782,1.23764872125219098E18,23.96039,22.74179,22.33155,22.05825,21.7187
229.05434472102,-0.11443322162904,1.23764872125219098E18,23.50621,23.18934,23.09687,22.543,22.2638
229.05748482116,-0.099967469603951,1.23764872125219098E18,23.15742,22.49985,22.31896,21.94378,21.5707
229.05737446025,-0.125365617729045,1.23764872125219098E18,23.15464,22.19135,21.65752,21.53024,21.6184
229.05892499307,-0.115896065955676,1.23764872125219098E18,23.34344,22.36223,21.81326,21.74065,21.671
229.05896929858,-0.111650920793938,1.23764872125219098E18,25.14924,22.56268,21.01651,19.77003,19.0755
229.05815990665,-0.110256903938651,1.23764872125219098E18,24.06982,22.58461,22.10498,21.85475,22.496
229.05810138348,-0.112380290766796,1.23764872125219098E18,24.49705,23.23797,22.93162,23.09544,22.947
229.05789024853,-0.111332536318576,1.23764872125219098E18,23.32997,23.42565,24.32795,23.32111,22.7978
228.99245841998,-0.12233643720328,1.23764872125219123E18,25.02501,23.58873,22.65526,22.8917,21.3811
229.05882540845,-0.105608291280723,1.23764872125219123E18,25.04816,23.44888,22.59522,22.83731,21.1675
229.05915842487,-0.114092472406746,1.23764872125219149E18,24.39089,24.06657,22.89832,21.59117,20.6461
228.98092247589,-0.114945296996166,1.23764872125218842E18,24.03081,22.81256,22.27451,22.16641,22.2423
228.98378463543,-0.10160563337344,1.23764872125218842E18,18.60524,16.41166,15.52062,15.15072,14.9237
228.98592852892,-0.099240451702656,1.23764872125218842E18,22.24986,21.31852,20.98726,20.88551,21.2654
228.9852668665,-0.101747493560405,1.23764872125218842E18,22.95319,22.91747,21.54817,21.47598,22.8271
228.98155782275,-0.106141403939014,1.23764872125218842E18,22.3913,21.46833,21.0843,20.96991,20.8529
228.98095362389,-0.105472249096653,1.23764872125218842E18,24.02196,24.07659,23.05137,22.2844,21.7942
228.99385893257,-0.085317620090061,1.23764872125218842E18,22.65019,21.54115,21.29992,21.12784,21.4233
229.00116893934,-0.149766565616233,1.23764872125218842E18,18.21497,16.83867,16.28483,16.05034,15.9325
228.99798792659,-0.149884926692003,1.23764872125218842E18,19.04449,17.22382,16.45669,16.12667,15.9328
229.00132716053,-0.146719989570653,1.23764872125218842E18,20.79128,18.43933,17.36523,16.95476,16.7141
229.00222206499,-0.152066230849674,1.23764872125218842E18,20.9557,19.76688,19.1817,18.94853,18.8316
228.99336978929,-0.145272287800768,1.23764872125218842E18,21.77208,20.46363,19.97649,19.80241,19.7176
229.00502232981,-0.148156319420827,1.23764872125218842E18,21.85999,20.51514,20.10883,20.0018,19.9422
229.00166290896,-0.151874859925998,1.23764872125218842E18,22.32657,21.41315,20.77889,20.67401,20.8298
228.99175762754,-0.145217356260219,1.23764872125218842E18,22.02936,21.07873,20.75792,20.65398,20.7027
229.00511167092,-0.145449111817104,1.23764872125218842E18,22.01962,21.16913,20.73751,20.66373,20.6624
228.99619303918,-0.145109569267455,1.23764872125218842E18,22.5081,21.42831,21.09938,20.95674,21.0914
228.99435527869,-0.145759304894724,1.23764872125218842E18,23.22499,21.60623,21.17095,20.989,20.7233
228.9950951995,-0.143755156409915,1.23764872125218842E18,22.96357,21.72785,21.32996,21.1734,21.2753
229.00317831923,-0.146066498747887,1.23764872125218842E18,22.37598,21.73373,21.40463,21.41228,21.6828
229.00342379119,-0.149702759022981,1.23764872125218842E18,24.53089,23.16229,22.04214,21.26283,21.0388
228.99925797897,-0.145815988609135,1.23764872125218842E18,24.78267,22.89361,22.03878,21.83062,21.2999
229.0045747633,-0.146376839789114,1.23764872125218842E18,24.31563,23.63691,22.78013,21.87387,22.0373
228.99083866432,-0.145883957314502,1.23764872125218842E18,24.36057,22.83338,22.59238,22.26276,21.8452
228.99633372085,-0.148444890618204,1.23764872125218842E18,24.61624,23.29895,22.87642,23.61152,22.3208
228.99395986582,-0.143682029617585,1.23764872125218842E18,23.54562,24.2,22.94017,23.55298,22.9235
